dataset	labelset	labelset_rank	label	iri
Whole Mouse Brain Taxonomy	supertype	1	0777 CUN-PPN Evx2 Meis2 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0777
Whole Mouse Brain Taxonomy	supertype	1	0776 CUN-PPN Evx2 Meis2 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0776
Whole Mouse Brain Taxonomy	supertype	1	0775 IC Tfap2d Maf Glut_6	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0775
Whole Mouse Brain Taxonomy	supertype	1	0774 IC Tfap2d Maf Glut_5	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0774
Whole Mouse Brain Taxonomy	supertype	1	0773 IC Tfap2d Maf Glut_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0773
Whole Mouse Brain Taxonomy	supertype	1	0783 SCig Tfap2b Chrnb3 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0783
Whole Mouse Brain Taxonomy	supertype	1	0782 PAG Tcf24 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0782
Whole Mouse Brain Taxonomy	supertype	1	0781 PBG Mtnr1a Glut-Chol_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0781
Whole Mouse Brain Taxonomy	supertype	1	0780 CUN-PPN Evx2 Meis2 Glut_5	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0780
Whole Mouse Brain Taxonomy	supertype	1	0769 SCiw Pitx2 Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0769
Whole Mouse Brain Taxonomy	supertype	1	0768 SCiw Pitx2 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0768
Whole Mouse Brain Taxonomy	supertype	1	0767 SCiw Pitx2 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0767
Whole Mouse Brain Taxonomy	supertype	1	0766 SCdg-PAG Tfap2b Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0766
Whole Mouse Brain Taxonomy	supertype	1	0765 SCig Foxb1 Otx2 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0765
Whole Mouse Brain Taxonomy	supertype	1	0764 SCig-an-PPT Foxb1 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0764
Whole Mouse Brain Taxonomy	supertype	1	0763 SCig Foxb1 Glut_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0763
Whole Mouse Brain Taxonomy	supertype	1	0762 SCig Foxb1 Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0762
Whole Mouse Brain Taxonomy	supertype	1	0772 IC Tfap2d Maf Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0772
Whole Mouse Brain Taxonomy	supertype	1	0771 IC Tfap2d Maf Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0771
Whole Mouse Brain Taxonomy	supertype	1	0770 IC Tfap2d Maf Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0770
Whole Mouse Brain Taxonomy	supertype	1	0759 SC Bnc2 Glut_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0759
Whole Mouse Brain Taxonomy	supertype	1	0758 SC Bnc2 Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0758
Whole Mouse Brain Taxonomy	supertype	1	0757 SC Bnc2 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0757
Whole Mouse Brain Taxonomy	supertype	1	0756 SC Bnc2 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0756
Whole Mouse Brain Taxonomy	supertype	1	0755 PAG Pou4f2 Mesi2 Glut_6	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0755
Whole Mouse Brain Taxonomy	supertype	1	0754 PAG Pou4f2 Mesi2 Glut_5	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0754
Whole Mouse Brain Taxonomy	supertype	1	0753 PAG Pou4f2 Mesi2 Glut_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0753
Whole Mouse Brain Taxonomy	supertype	1	0752 PAG Pou4f2 Mesi2 Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0752
Whole Mouse Brain Taxonomy	supertype	1	0751 PAG Pou4f2 Mesi2 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0751
Whole Mouse Brain Taxonomy	supertype	1	0761 SCig Foxb1 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0761
Whole Mouse Brain Taxonomy	supertype	1	0760 SCig Foxb1 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0760
Whole Mouse Brain Taxonomy	supertype	1	0749 PAG Pou4f2 Glut_5	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0749
Whole Mouse Brain Taxonomy	supertype	1	0748 PAG Pou4f2 Glut_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0748
Whole Mouse Brain Taxonomy	supertype	1	0747 PAG Pou4f2 Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0747
Whole Mouse Brain Taxonomy	supertype	1	0746 PAG Pou4f2 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0746
Whole Mouse Brain Taxonomy	supertype	1	0745 PAG Pou4f2 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0745
Whole Mouse Brain Taxonomy	supertype	1	0744 PAG Pou4f1 Ebf2 Glut_8	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0744
Whole Mouse Brain Taxonomy	supertype	1	0743 PAG Pou4f1 Ebf2 Glut_7	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0743
Whole Mouse Brain Taxonomy	supertype	1	0742 PAG Pou4f1 Ebf2 Glut_6	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0742
Whole Mouse Brain Taxonomy	supertype	1	0741 PAG Pou4f1 Ebf2 Glut_5	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0741
Whole Mouse Brain Taxonomy	supertype	1	0740 PAG Pou4f1 Ebf2 Glut_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0740
Whole Mouse Brain Taxonomy	supertype	1	0750 PAG Pou4f2 Mesi2 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0750
Whole Mouse Brain Taxonomy	supertype	1	0799 MRN-VTN-PPN Pax5 Cdh23 Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0799
Whole Mouse Brain Taxonomy	supertype	1	0798 MRN-VTN-PPN Pax5 Cdh23 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0798
Whole Mouse Brain Taxonomy	supertype	1	0797 MRN-PPN-CUN Pax8 Gaba_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0797
Whole Mouse Brain Taxonomy	supertype	1	0796 MRN-PPN-CUN Pax8 Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0796
Whole Mouse Brain Taxonomy	supertype	1	0795 MRN-PPN-CUN Pax8 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0795
Whole Mouse Brain Taxonomy	supertype	1	0789 PAG Ucn Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0789
Whole Mouse Brain Taxonomy	supertype	1	0788 SCop Sln Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0788
Whole Mouse Brain Taxonomy	supertype	1	0787 SCsg Pde5a Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0787
Whole Mouse Brain Taxonomy	supertype	1	0786 SCsg Pde5a Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0786
Whole Mouse Brain Taxonomy	supertype	1	0785 SCsg Pde5a Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0785
Whole Mouse Brain Taxonomy	supertype	1	0784 SCop Pou4f2 Neurod2 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0784
Whole Mouse Brain Taxonomy	supertype	1	0794 PPN-CUN-PCG Otp En1 Gaba_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0794
Whole Mouse Brain Taxonomy	supertype	1	0793 PPN-CUN-PCG Otp En1 Gaba_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0793
Whole Mouse Brain Taxonomy	supertype	1	0792 PPN-CUN-PCG Otp En1 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0792
Whole Mouse Brain Taxonomy	supertype	1	0791 PAG-MRN Rln3 Gaba_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0791
Whole Mouse Brain Taxonomy	supertype	1	0790 ND-INC Foxd2 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0790
Whole Mouse Brain Taxonomy	supertype	1	0939 PSV Pvalb Lhx2 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0939
Whole Mouse Brain Taxonomy	supertype	1	0938 PB-PSV Phox2b Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0938
Whole Mouse Brain Taxonomy	supertype	1	0937 PRNc-PARN Tlx1 Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0937
Whole Mouse Brain Taxonomy	supertype	1	0936 PRNc-PARN Tlx1 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0936
Whole Mouse Brain Taxonomy	supertype	1	0935 PRNc-PARN Tlx1 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0935
Whole Mouse Brain Taxonomy	supertype	1	0934 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0934
Whole Mouse Brain Taxonomy	supertype	1	0933 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0933
Whole Mouse Brain Taxonomy	supertype	1	0932 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0932
Whole Mouse Brain Taxonomy	supertype	1	0931 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0931
Whole Mouse Brain Taxonomy	supertype	1	0930 PCG-PRNr Vsx2 Nkx6-1 Glut_6	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0930
Whole Mouse Brain Taxonomy	supertype	1	0929 PCG-PRNr Vsx2 Nkx6-1 Glut_5	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0929
Whole Mouse Brain Taxonomy	supertype	1	0928 PCG-PRNr Vsx2 Nkx6-1 Glut_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0928
Whole Mouse Brain Taxonomy	supertype	1	0927 PCG-PRNr Vsx2 Nkx6-1 Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0927
Whole Mouse Brain Taxonomy	supertype	1	0926 PCG-PRNr Vsx2 Nkx6-1 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0926
Whole Mouse Brain Taxonomy	supertype	1	0925 PCG-PRNr Vsx2 Nkx6-1 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0925
Whole Mouse Brain Taxonomy	supertype	1	0924 B-PB Nr4a2 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0924
Whole Mouse Brain Taxonomy	supertype	1	0923 B-PB Nr4a2 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0923
Whole Mouse Brain Taxonomy	supertype	1	0922 PB Evx2 Glut_9	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0922
Whole Mouse Brain Taxonomy	supertype	1	0921 PB Evx2 Glut_8	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0921
Whole Mouse Brain Taxonomy	supertype	1	0920 PB Evx2 Glut_7	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0920
Whole Mouse Brain Taxonomy	supertype	1	0919 PB Evx2 Glut_6	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0919
Whole Mouse Brain Taxonomy	supertype	1	0918 PB Evx2 Glut_5	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0918
Whole Mouse Brain Taxonomy	supertype	1	0917 PB Evx2 Glut_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0917
Whole Mouse Brain Taxonomy	supertype	1	0916 PB Evx2 Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0916
Whole Mouse Brain Taxonomy	supertype	1	0915 PB Evx2 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0915
Whole Mouse Brain Taxonomy	supertype	1	0914 PB Evx2 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0914
Whole Mouse Brain Taxonomy	supertype	1	0913 LDT-PCG Vsx2 Lhx4 Glut_8	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0913
Whole Mouse Brain Taxonomy	supertype	1	0912 LDT-PCG Vsx2 Lhx4 Glut_7	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0912
Whole Mouse Brain Taxonomy	supertype	1	0911 LDT-PCG Vsx2 Lhx4 Glut_6	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0911
Whole Mouse Brain Taxonomy	supertype	1	0910 LDT-PCG Vsx2 Lhx4 Glut_5	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0910
Whole Mouse Brain Taxonomy	supertype	1	0909 LDT-PCG Vsx2 Lhx4 Glut_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0909
Whole Mouse Brain Taxonomy	supertype	1	0908 LDT-PCG Vsx2 Lhx4 Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0908
Whole Mouse Brain Taxonomy	supertype	1	0907 LDT-PCG Vsx2 Lhx4 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0907
Whole Mouse Brain Taxonomy	supertype	1	0906 LDT-PCG Vsx2 Lhx4 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0906
Whole Mouse Brain Taxonomy	supertype	1	0905 PB Pax5 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0905
Whole Mouse Brain Taxonomy	supertype	1	0904 PB Pax5 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0904
Whole Mouse Brain Taxonomy	supertype	1	0903 PB-SUT Tlx3 Lhx2 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0903
Whole Mouse Brain Taxonomy	supertype	1	0902 PSV Lmx1a Trpv6 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0902
Whole Mouse Brain Taxonomy	supertype	1	0901 PB Lmx1a Glut_7	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0901
Whole Mouse Brain Taxonomy	supertype	1	0900 PB Lmx1a Glut_6	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0900
Whole Mouse Brain Taxonomy	supertype	1	0979 PGRN-PARN-MDRN Hoxb5 Glut_7	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0979
Whole Mouse Brain Taxonomy	supertype	1	0978 PGRN-PARN-MDRN Hoxb5 Glut_6	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0978
Whole Mouse Brain Taxonomy	supertype	1	0977 PGRN-PARN-MDRN Hoxb5 Glut_5	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0977
Whole Mouse Brain Taxonomy	supertype	1	0976 PGRN-PARN-MDRN Hoxb5 Glut_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0976
Whole Mouse Brain Taxonomy	supertype	1	0975 PGRN-PARN-MDRN Hoxb5 Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0975
Whole Mouse Brain Taxonomy	supertype	1	0974 PGRN-PARN-MDRN Hoxb5 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0974
Whole Mouse Brain Taxonomy	supertype	1	0973 PGRN-PARN-MDRN Hoxb5 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0973
Whole Mouse Brain Taxonomy	supertype	1	0972 PGRNd Dmbx1 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0972
Whole Mouse Brain Taxonomy	supertype	1	0971 NTS Mbnl3 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0971
Whole Mouse Brain Taxonomy	supertype	1	0981 SPVI-SPVC Tlx3 Ebf3 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0981
Whole Mouse Brain Taxonomy	supertype	1	0980 MV-SPIV Slc6a2 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0980
Whole Mouse Brain Taxonomy	supertype	1	0969 MARN-GRN Pyy Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0969
Whole Mouse Brain Taxonomy	supertype	1	0968 NTS Phox2b Glut_10	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0968
Whole Mouse Brain Taxonomy	supertype	1	0967 NTS Phox2b Glut_9	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0967
Whole Mouse Brain Taxonomy	supertype	1	0966 NTS Phox2b Glut_8	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0966
Whole Mouse Brain Taxonomy	supertype	1	0965 NTS Phox2b Glut_7	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0965
Whole Mouse Brain Taxonomy	supertype	1	0964 NTS Phox2b Glut_6	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0964
Whole Mouse Brain Taxonomy	supertype	1	0963 NTS Phox2b Glut_5	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0963
Whole Mouse Brain Taxonomy	supertype	1	0962 NTS Phox2b Glut_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0962
Whole Mouse Brain Taxonomy	supertype	1	0961 NTS Phox2b Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0961
Whole Mouse Brain Taxonomy	supertype	1	0960 NTS Phox2b Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0960
Whole Mouse Brain Taxonomy	supertype	1	0970 MDRNv Lhx4 Qrfprl Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0970
Whole Mouse Brain Taxonomy	supertype	1	0959 NTS Phox2b Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0959
Whole Mouse Brain Taxonomy	supertype	1	0958 PRP-NI-PRNc-GRN Otp Glut_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0958
Whole Mouse Brain Taxonomy	supertype	1	0957 PRP-NI-PRNc-GRN Otp Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0957
Whole Mouse Brain Taxonomy	supertype	1	0956 PRP-NI-PRNc-GRN Otp Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0956
Whole Mouse Brain Taxonomy	supertype	1	0955 PRP-NI-PRNc-GRN Otp Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0955
Whole Mouse Brain Taxonomy	supertype	1	0954 IRN Vip Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0954
Whole Mouse Brain Taxonomy	supertype	1	0953 PG-TRN-LRN Fat2 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0953
Whole Mouse Brain Taxonomy	supertype	1	0952 MEV Ppp1r1c Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0952
Whole Mouse Brain Taxonomy	supertype	1	0951 NLL-SOC Spp1 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0951
Whole Mouse Brain Taxonomy	supertype	1	0950 NLL-SOC Spp1 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0950
Whole Mouse Brain Taxonomy	supertype	1	0949 LDT Vsx2 Nkx6-1 Nfib Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0949
Whole Mouse Brain Taxonomy	supertype	1	0948 LDT Vsx2 Nkx6-1 Nfib Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0948
Whole Mouse Brain Taxonomy	supertype	1	0947 IPN-LDT Vsx2 Nkx6-1 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0947
Whole Mouse Brain Taxonomy	supertype	1	0946 IPN-LDT Vsx2 Nkx6-1 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0946
Whole Mouse Brain Taxonomy	supertype	1	0945 PRNr Otp Nfib Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0945
Whole Mouse Brain Taxonomy	supertype	1	0944 PB-NTS Phox2b Ebf3 Lmx1b Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0944
Whole Mouse Brain Taxonomy	supertype	1	0943 PB-NTS Phox2b Ebf3 Lmx1b Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0943
Whole Mouse Brain Taxonomy	supertype	1	0942 PSV Pvalb Lhx2 Glut_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0942
Whole Mouse Brain Taxonomy	supertype	1	0941 PSV Pvalb Lhx2 Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0941
Whole Mouse Brain Taxonomy	supertype	1	0940 PSV Pvalb Lhx2 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0940
Whole Mouse Brain Taxonomy	supertype	1	0999 MV-SPIV Zic4 Neurod2 Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0999
Whole Mouse Brain Taxonomy	supertype	1	0998 MV-SPIV Zic4 Neurod2 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0998
Whole Mouse Brain Taxonomy	supertype	1	0997 MV-SPIV Zic4 Neurod2 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0997
Whole Mouse Brain Taxonomy	supertype	1	0996 MV-SPIV Phox2b Ebf3 Lbx1 Glut_5	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0996
Whole Mouse Brain Taxonomy	supertype	1	0995 MV-SPIV Phox2b Ebf3 Lbx1 Glut_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0995
Whole Mouse Brain Taxonomy	supertype	1	0994 MV-SPIV Phox2b Ebf3 Lbx1 Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0994
Whole Mouse Brain Taxonomy	supertype	1	0993 MV-SPIV Phox2b Ebf3 Lbx1 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0993
Whole Mouse Brain Taxonomy	supertype	1	0989 CU-ECU-SPVI Foxb1 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0989
Whole Mouse Brain Taxonomy	supertype	1	0988 CU-ECU-SPVI Foxb1 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0988
Whole Mouse Brain Taxonomy	supertype	1	0987 SPVI-SPVC Tlx3 Ebf3 Glut_7	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0987
Whole Mouse Brain Taxonomy	supertype	1	0986 SPVI-SPVC Tlx3 Ebf3 Glut_6	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0986
Whole Mouse Brain Taxonomy	supertype	1	0985 SPVI-SPVC Tlx3 Ebf3 Glut_5	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0985
Whole Mouse Brain Taxonomy	supertype	1	0984 SPVI-SPVC Tlx3 Ebf3 Glut_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0984
Whole Mouse Brain Taxonomy	supertype	1	0983 SPVI-SPVC Tlx3 Ebf3 Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0983
Whole Mouse Brain Taxonomy	supertype	1	0982 SPVI-SPVC Tlx3 Ebf3 Glut_2	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0982
Whole Mouse Brain Taxonomy	supertype	1	0992 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0992
Whole Mouse Brain Taxonomy	supertype	1	0991 CU-ECU-SPVI Foxb1 Glut_4	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0991
Whole Mouse Brain Taxonomy	supertype	1	0990 CU-ECU-SPVI Foxb1 Glut_3	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_SUPT_0990
Whole Mouse Brain Taxonomy	cluster	0	4002 LDT-PCG Vsx2 Lhx4 Glut_5	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_4002
Whole Mouse Brain Taxonomy	cluster	0	4003 LDT-PCG Vsx2 Lhx4 Glut_5	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_4003
Whole Mouse Brain Taxonomy	cluster	0	4000 LDT-PCG Vsx2 Lhx4 Glut_5	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_4000
Whole Mouse Brain Taxonomy	cluster	0	4001 LDT-PCG Vsx2 Lhx4 Glut_5	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_4001
Whole Mouse Brain Taxonomy	cluster	0	4006 LDT-PCG Vsx2 Lhx4 Glut_6	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_4006
Whole Mouse Brain Taxonomy	cluster	0	4007 LDT-PCG Vsx2 Lhx4 Glut_6	https://purl.brain-bican.org/ontology/CCN20230722/CS20230722_CLUS_4007
